# Observation Name: ANONYMOUS->observations->surface-flux-day
# Region: surface outlet
# Functional: observation data: extensive integral
# Variable: surface-mass_flux
# ===========================================================
#
0.0000000000000000e+00  0.0000000000000000e+00
8.6400000000000000e+04  0.0000000000000000e+00
1.7280000000000000e+05  0.0000000000000000e+00
2.5920000000000000e+05  0.0000000000000000e+00
3.4560000000000000e+05  0.0000000000000000e+00
4.3200000000000000e+05  0.0000000000000000e+00
5.1840000000000000e+05  0.0000000000000000e+00
6.0480000000000000e+05  0.0000000000000000e+00
6.9120000000000000e+05  0.0000000000000000e+00
7.7760000000000000e+05  0.0000000000000000e+00
8.6400000000000000e+05  0.0000000000000000e+00
9.5040000000000000e+05  0.0000000000000000e+00
1.0368000000000000e+06  0.0000000000000000e+00
1.1232000000000000e+06  0.0000000000000000e+00
1.2096000000000000e+06  0.0000000000000000e+00
1.2960000000000000e+06  0.0000000000000000e+00
1.3824000000000000e+06  0.0000000000000000e+00
1.4688000000000000e+06  0.0000000000000000e+00
1.5552000000000000e+06  0.0000000000000000e+00
1.6416000000000000e+06  0.0000000000000000e+00
1.7280000000000000e+06  0.0000000000000000e+00
1.8144000000000000e+06  0.0000000000000000e+00
1.9008000000000000e+06  0.0000000000000000e+00
1.9872000000000000e+06  0.0000000000000000e+00
2.0736000000000000e+06  0.0000000000000000e+00
2.1600000000000000e+06  0.0000000000000000e+00
2.2464000000000000e+06  0.0000000000000000e+00
2.3328000000000000e+06  0.0000000000000000e+00
2.4192000000000000e+06  0.0000000000000000e+00
2.5056000000000000e+06  0.0000000000000000e+00
2.5920000000000000e+06  0.0000000000000000e+00
2.6784000000000000e+06  0.0000000000000000e+00
2.7648000000000000e+06  0.0000000000000000e+00
2.8512000000000000e+06  0.0000000000000000e+00
2.9376000000000000e+06  0.0000000000000000e+00
3.0240000000000000e+06  0.0000000000000000e+00
3.1104000000000000e+06  0.0000000000000000e+00
3.1968000000000000e+06  0.0000000000000000e+00
3.2832000000000000e+06  0.0000000000000000e+00
3.3696000000000000e+06  0.0000000000000000e+00
3.4560000000000000e+06  0.0000000000000000e+00
3.5424000000000000e+06  0.0000000000000000e+00
3.6288000000000000e+06  0.0000000000000000e+00
3.7152000000000000e+06  0.0000000000000000e+00
3.8016000000000000e+06  0.0000000000000000e+00
3.8880000000000000e+06  0.0000000000000000e+00
3.9744000000000000e+06  0.0000000000000000e+00
4.0608000000000000e+06  0.0000000000000000e+00
4.1472000000000000e+06  0.0000000000000000e+00
4.2336000000000000e+06  0.0000000000000000e+00
4.3200000000000000e+06  0.0000000000000000e+00
4.4064000000000000e+06  0.0000000000000000e+00
4.4928000000000000e+06  0.0000000000000000e+00
4.5792000000000000e+06  0.0000000000000000e+00
4.6656000000000000e+06  0.0000000000000000e+00
4.7520000000000000e+06  0.0000000000000000e+00
4.8384000000000000e+06  0.0000000000000000e+00
4.9248000000000000e+06  0.0000000000000000e+00
5.0112000000000000e+06  0.0000000000000000e+00
5.0976000000000000e+06  0.0000000000000000e+00
5.1840000000000000e+06  0.0000000000000000e+00
5.2704000000000000e+06  0.0000000000000000e+00
5.3568000000000000e+06  0.0000000000000000e+00
5.4432000000000000e+06  0.0000000000000000e+00
5.5296000000000000e+06  0.0000000000000000e+00
5.6160000000000000e+06  0.0000000000000000e+00
5.7024000000000000e+06  0.0000000000000000e+00
5.7888000000000000e+06  0.0000000000000000e+00
5.8752000000000000e+06  0.0000000000000000e+00
5.9616000000000000e+06  0.0000000000000000e+00
6.0480000000000000e+06  0.0000000000000000e+00
6.1344000000000000e+06  0.0000000000000000e+00
6.2208000000000000e+06  0.0000000000000000e+00
6.3072000000000000e+06  0.0000000000000000e+00
6.3936000000000000e+06  0.0000000000000000e+00
6.4800000000000000e+06  0.0000000000000000e+00
6.5664000000000000e+06  0.0000000000000000e+00
6.6528000000000000e+06  0.0000000000000000e+00
6.7392000000000000e+06  0.0000000000000000e+00
6.8256000000000000e+06  0.0000000000000000e+00
6.9120000000000000e+06  0.0000000000000000e+00
6.9984000000000000e+06  0.0000000000000000e+00
7.0848000000000000e+06  0.0000000000000000e+00
7.1712000000000000e+06  0.0000000000000000e+00
